=================== STAGE A / arm routes / repeat 500 ===================
[nav-stress stress-A-routes-20260819105653] subject dist 2cce7616f7f96a0d  tests cf44d1061ebb87fa
  ✓   225 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.5s)
  ✓   223 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   222 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.7s)
  ✓   221 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.8s)
  ✓   224 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.8s)
  ✓   227 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   230 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (808ms)
  ✓   226 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   228 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (996ms)
  ✓   229 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (944ms)
  ✓   233 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.5s)
  ✓   235 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   232 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   234 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.7s)
  ✓   231 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.8s)
  ✓   237 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (957ms)
  ✓   236 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   240 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (856ms)
  ✓   238 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (909ms)
  ✓   239 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (964ms)
  ✓   245 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   243 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   244 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.7s)
  ✓   242 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   241 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.8s)
  ✓   247 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   248 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (952ms)
  ✓   246 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   250 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (910ms)
  ✓   249 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   255 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   254 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   252 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   253 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.8s)
  ✓   251 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   257 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (964ms)
  ✓   256 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (987ms)
  ✓   258 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (915ms)
  ✓   259 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (913ms)
  ✓   260 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (760ms)
  ✓   262 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   264 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   263 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.7s)
  ✓   265 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.8s)
  ✓   261 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.9s)
  ✓   270 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (790ms)
  ✓   267 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   266 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   268 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (985ms)
  ✓   269 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (958ms)
  ✓   275 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.8s)
  ✓   272 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.8s)
  ✓   274 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   273 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (2.0s)
  ✓   271 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.1s)
  ✓   277 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.2s)
  ✓   276 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   280 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (961ms)
  ✓   279 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   278 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.2s)
  ✓   285 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   283 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   284 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.7s)
  ✓   281 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.7s)
  ✓   282 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   286 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.0s)
  ✓   288 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (953ms)
  ✓   287 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   289 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (967ms)
  ✓   290 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (863ms)
  ✓   295 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   293 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   292 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.7s)
  ✓   294 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   291 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   297 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   296 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   298 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   300 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (861ms)
  ✓   299 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (971ms)
  ✓   304 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   302 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.6s)
  ✓   303 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   305 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   301 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   306 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   307 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   308 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.0s)
  ✓   310 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (842ms)
  ✓   309 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (932ms)
  ✓   313 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.3s)
  ✓   315 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   312 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.9s)
  ✓   314 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   311 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   316 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   317 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   318 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (936ms)
  ✓   320 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (840ms)
  ✓   319 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   321 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.7s)
  ✓   325 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   323 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   322 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.9s)
  ✓   324 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   326 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.3s)
  ✓   327 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   328 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   330 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (979ms)
  ✓   329 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   332 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   335 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.8s)
  ✓   334 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   333 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   331 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.1s)
  ✓   336 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.3s)
  ✓   338 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   340 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (995ms)
  ✓   337 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.3s)
  ✓   339 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   345 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.8s)
  ✓   343 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.9s)
  ✓   342 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (2.0s)
  ✓   341 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.0s)
  ✓   344 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.1s)
  ✓   348 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.0s)
  ✓   350 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (945ms)
  ✓   346 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.3s)
  ✓   347 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   349 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   355 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   351 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   353 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   354 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.8s)
  ✓   352 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.1s)
  ✓   357 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   358 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.0s)
  ✓   356 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   359 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   360 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (809ms)
  ✓   364 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.8s)
  ✓   362 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   363 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.9s)
  ✓   365 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.0s)
  ✓   361 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.2s)
  ✓   367 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   366 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   368 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   369 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   370 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (889ms)
  ✓   373 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   375 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   374 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   372 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (2.0s)
  ✓   371 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.1s)
  ✓   377 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   376 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   380 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (855ms)
  ✓   378 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.0s)
  ✓   379 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   385 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.6s)
  ✓   383 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   382 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   384 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   381 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.9s)
  ✓   387 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   386 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   390 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (897ms)
  ✓   388 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.0s)
  ✓   389 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.0s)
  ✓   395 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.8s)
  ✓   392 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.9s)
  ✓   393 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.9s)
  ✓   391 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.2s)
  ✓   394 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.2s)
  ✓   398 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   396 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.3s)
  ✓   397 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.2s)
  ✓   400 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (1.0s)
  ✓   399 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   403 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.9s)
  ✓   405 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (2.0s)
  ✓   401 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (2.1s)
  ✓   404 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.3s)
  ✓   402 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.5s)
  ✓   406 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.1s)
  ✓   407 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   408 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   409 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   410 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (919ms)
  ✓   412 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.6s)
  ✓   411 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.9s)
  ✓   415 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   413 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.8s)
  ✓   414 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   416 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   418 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   419 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (988ms)
  ✓   417 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.1s)
  ✓   420 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (898ms)
  ✓   424 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.6s)
  ✓   425 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.7s)
  ✓   422 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.7s)
  ✓   423 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (1.9s)
  ✓   421 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.9s)
  ✓   427 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   428 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (994ms)
  ✓   426 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   430 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (900ms)
  ✓   429 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (979ms)
  ✓   435 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.9s)
  ✓   433 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.9s)
  ✓   431 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (2.2s)
  ✓   434 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.2s)
  ✓   432 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (2.5s)
  ✓   437 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.2s)
  ✓   436 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.3s)
  ✓   439 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (1.1s)
  ✓   438 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.2s)
  ✓   440 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (1.0s)
  ✓   442 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /rolunk.html responds and has a title and description (1.8s)
  ✓   441 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /index.html responds and has a title and description (1.8s)
  ✓   443 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /kkv.html responds and has a title and description (1.7s)
  ✓   445 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /branding.html responds and has a title and description (1.9s)
  ✓   444 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /nagyvallalat.html responds and has a title and description (2.0s)
  ✓   447 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /impact-program.html responds and has a title and description (1.0s)
  ✓   448 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /blog.html responds and has a title and description (1.1s)
  ✓   446 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /hirdeteskezeles.html responds and has a title and description (1.2s)
  ✓   450 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /arajanlat.html responds and has a title and description (890ms)
  ✓   449 [mobile-390] › tests/public-site.spec.ts:264:5 › structure and content › /ugyfelszolgalat.html responds and has a title and description (969ms)
